Gene stable ID	Gene name	Pig gene stable ID	Pig gene name	Pig homology type
ENSG00000089250	NOS1	ENSSSCG00000009856	NOS1	ortholog_one2one
ENSG00000161981	SNRNP25	ENSSSCG00000007962	SNRNP25	ortholog_one2one
ENSG00000145979	TBC1D7	ENSSSCG00000001053	TBC1D7	ortholog_one2one
ENSG00000136631	VPS45	ENSSSCG00000006661	VPS45	ortholog_one2one
ENSG00000106246	PTCD1	ENSSSCG00000007622		ortholog_one2many
ENSG00000164609	SLU7	ENSSSCG00000017033	SLU7	ortholog_one2one
ENSG00000152402	GUCY1A2	ENSSSCG00000024613	GUCY1A2	ortholog_one2one
ENSG00000136908	DPM2	ENSSSCG00000032481	DPM2	ortholog_one2one
ENSG00000144893	MED12L	ENSSSCG00000011714	MED12L	ortholog_one2one
ENSG00000007384	RHBDF1	ENSSSCG00000007968	RHBDF1	ortholog_one2one
ENSG00000127364	TAS2R4	ENSSSCG00000021525	TAS2R4	ortholog_one2one
ENSG00000136280	CCM2	ENSSSCG00000016734	CCM2	ortholog_one2one
ENSG00000167106	FAM102A	ENSSSCG00000005631	FAM102A	ortholog_one2one
ENSG00000051009	FAM160A2	ENSSSCG00000014632	FAM160A2	ortholog_one2one
ENSG00000164168	TMEM184C	ENSSSCG00000030044	TMEM184C	ortholog_one2one
ENSG00000120318	ARAP3	ENSSSCG00000014391	ARAP3	ortholog_one2one
ENSG00000115641	FHL2	ENSSSCG00000008147	FHL2	ortholog_one2one
ENSG00000103152	MPG	ENSSSCG00000007982		ortholog_one2one
ENSG00000221803	SNORD23	ENSSSCG00000020791		ortholog_one2one
ENSG00000158122	PRXL2C	ENSSSCG00000011169	PRXL2C	ortholog_one2one
ENSG00000178980	SELENOW	ENSSSCG00000034313	SELENOW	ortholog_one2one
ENSG00000165417	GTF2A1	ENSSSCG00000002411	GTF2A1	ortholog_one2one
ENSG00000164136	IL15	ENSSSCG00000009051	IL15	ortholog_one2one
ENSG00000140332	TLE3	ENSSSCG00000004971	TLE3	ortholog_one2one
ENSG00000103148	NPRL3	ENSSSCG00000007981	NPRL3	ortholog_one2one
ENSG00000134955	SLC37A2	ENSSSCG00000022536	SLC37A2	ortholog_one2one
ENSG00000196597	ZNF782	ENSSSCG00000011167	ZNF782	ortholog_one2one
ENSG00000188152	NUTM2G	ENSSSCG00000043890		ortholog_one2many
ENSG00000221303	SNORA79	ENSSSCG00000019738		ortholog_one2one
ENSG00000105392	CRX	ENSSSCG00000003124	CRX	ortholog_one2one
ENSG00000140022	STON2	ENSSSCG00000002412	STON2	ortholog_one2one
ENSG00000178935	ZNF552	ENSSSCG00000032352		ortholog_one2many
ENSG00000254656	RTL1	ENSSSCG00000002573	RTL1	ortholog_one2one
ENSG00000134001	EIF2S1	ENSSSCG00000033295	EIF2S1	ortholog_one2one
ENSG00000269343	ZNF587B	ENSSSCG00000032352		ortholog_one2many
ENSG00000119421	NDUFA8	ENSSSCG00000005528	NDUFA8	ortholog_one2one
ENSG00000185681	MORN5	ENSSSCG00000005529		ortholog_one2one
ENSG00000181264	TLCD5	ENSSSCG00000037406	TLCD5	ortholog_one2one
ENSG00000183495	EP400	ENSSSCG00000028018	EP400	ortholog_one2one
ENSG00000100558	PLEK2	ENSSSCG00000002290	PLEK2	ortholog_one2one
ENSG00000175040	CHST2	ENSSSCG00000022031	CHST2	ortholog_one2one
ENSG00000127377	CRYGN	ENSSSCG00000038413	CRYGN	ortholog_one2one
ENSG00000106852	LHX6	ENSSSCG00000005530	LHX6	ortholog_one2one
ENSG00000169760	NLGN1	ENSSSCG00000011756	NLGN1	ortholog_one2one
ENSG00000146757	ZNF92	ENSSSCG00000043541		ortholog_one2many
ENSG00000170242	USP47	ENSSSCG00000013402	USP47	ortholog_one2one
ENSG00000104415	CCN4	ENSSSCG00000005946	CCN4	ortholog_one2one
ENSG00000177733	HNRNPA0	ENSSSCG00000042630	HNRNPA0	ortholog_one2one
ENSG00000112367	FIG4	ENSSSCG00000004405	FIG4	ortholog_one2one
ENSG00000130656	HBZ	ENSSSCG00000007975	HBZ	ortholog_one2one
ENSG00000253276	CCDC71L	ENSSSCG00000050093		ortholog_one2one
ENSG00000118322	ATP10B	ENSSSCG00000021527	ATP10B	ortholog_one2one
ENSG00000187260	WDR86	ENSSSCG00000016437	WDR86	ortholog_one2one
ENSG00000206177	HBM	ENSSSCG00000007977	HBM	ortholog_one2one
ENSG00000119686	FLVCR2	ENSSSCG00000021606	FLVCR2	ortholog_one2one
ENSG00000029534	ANK1	ENSSSCG00000007022	ANK1	ortholog_one2one
ENSG00000177025	C19orf18	ENSSSCG00000050069		ortholog_one2one
ENSG00000265491	RNF115	ENSSSCG00000037355	RNF115	ortholog_one2one
ENSG00000188536	HBA2	ENSSSCG00000007978		ortholog_one2many
ENSG00000104951	IL4I1	ENSSSCG00000003192	IL4I1	ortholog_one2one
ENSG00000082684	SEMA5B	ENSSSCG00000011872	SEMA5B	ortholog_one2one
ENSG00000206172	HBA1	ENSSSCG00000007978		ortholog_one2many
ENSG00000006652	IFRD1	ENSSSCG00000016646		ortholog_one2many
ENSG00000088179	PTPN4	ENSSSCG00000015743	PTPN4	ortholog_one2one
ENSG00000198765	SYCP1	ENSSSCG00000006750	SYCP1	ortholog_one2one
ENSG00000086506	HBQ1	ENSSSCG00000038804	HBQ1	ortholog_one2one
ENSG00000174460	ZCCHC12	ENSSSCG00000012541		ortholog_one2many
ENSG00000182810	DDX28	ENSSSCG00000026038	DDX28	ortholog_one2one
ENSG00000122970	IFT81	ENSSSCG00000009818	IFT81	ortholog_one2one
ENSG00000072736	NFATC3	ENSSSCG00000029578	NFATC3	ortholog_one2one
ENSG00000187821	HELT	ENSSSCG00000038390	HELT	ortholog_one2one
ENSG00000175556	LONRF3	ENSSSCG00000012631	LONRF3	ortholog_one2one
ENSG00000204764	RANBP17	ENSSSCG00000017000	RANBP17	ortholog_one2one
ENSG00000109762	SNX25	ENSSSCG00000015789	SNX25	ortholog_one2one
ENSG00000119446	RBM18	ENSSSCG00000030089	RBM18	ortholog_one2one
ENSG00000119685	TTLL5	ENSSSCG00000025984	TTLL5	ortholog_one2one
ENSG00000148187	MRRF	ENSSSCG00000005532	MRRF	ortholog_one2one
ENSG00000161640	SIGLEC11	ENSSSCG00000022906		ortholog_one2many
ENSG00000137198	GMPR	ENSSSCG00000001064		ortholog_one2one
ENSG00000135374	ELF5	ENSSSCG00000013301	ELF5	ortholog_one2one
ENSG00000144028	SNRNP200	ENSSSCG00000008127	SNRNP200	ortholog_one2one
ENSG00000277535		ENSSSCG00000041982		ortholog_many2many
ENSG00000277535		ENSSSCG00000050519		ortholog_many2many
ENSG00000056998	GYG2	ENSSSCG00000038044	GYG2	ortholog_one2one
ENSG00000221125	U3	ENSSSCG00000041842	U3	ortholog_one2many
ENSG00000237988	OR2I1P	ENSSSCG00000001253	OR2I1P	ortholog_one2one
ENSG00000213886	UBD	ENSSSCG00000001252	UBD	ortholog_one2one
ENSG00000105053	VRK3	ENSSSCG00000003204	VRK3	ortholog_one2one
ENSG00000143398	PIP5K1A	ENSSSCG00000030547	PIP5K1A	ortholog_one2one
ENSG00000175054	ATR	ENSSSCG00000011679	ATR	ortholog_one2one
ENSG00000204681	GABBR1	ENSSSCG00000001242	GABBR1	ortholog_one2one
ENSG00000181016	LSMEM1	ENSSSCG00000040053	LSMEM1	ortholog_one2one
ENSG00000107186	MPDZ	ENSSSCG00000005191	MPDZ	ortholog_one2one
ENSG00000149269	PAK1	ENSSSCG00000014878	PAK1	ortholog_one2one
ENSG00000168310	IRF2	ENSSSCG00000015782	IRF2	ortholog_one2one
ENSG00000164867	NOS3	ENSSSCG00000016450	NOS3	ortholog_one2one
ENSG00000135678	CPM	ENSSSCG00000023630	CPM	ortholog_one2one
ENSG00000133935	ERG28	ENSSSCG00000036494	ERG28	ortholog_one2one
ENSG00000089916	GPATCH2L	ENSSSCG00000002387	GPATCH2L	ortholog_one2one
ENSG00000196505	GDAP2	ENSSSCG00000006728	GDAP2	ortholog_one2one
ENSG00000062096	ARSF	ENSSSCG00000025086		ortholog_one2many
ENSG00000062096	ARSF	ENSSSCG00000043796		ortholog_one2many
ENSG00000111450	STX2	ENSSSCG00000009747	STX2	ortholog_one2one
ENSG00000164129	NPY5R	ENSSSCG00000008889	NPY5R	ortholog_one2one
ENSG00000165240	ATP7A	ENSSSCG00000012437	ATP7A	ortholog_one2one
ENSG00000117360	PRPF3	ENSSSCG00000030119	PRPF3	ortholog_one2one
ENSG00000119650	IFT43	ENSSSCG00000002386		ortholog_one2one
ENSG00000164123	C4orf45	ENSSSCG00000037757	C4orf45	ortholog_one2one
ENSG00000229894	GK3P	ENSSSCG00000012202		ortholog_many2many
ENSG00000229894	GK3P	ENSSSCG00000016224		ortholog_many2many
ENSG00000038295	TLL1	ENSSSCG00000008853	TLL1	ortholog_one2one
ENSG00000100503	NIN	ENSSSCG00000005022	NIN	ortholog_one2one
ENSG00000284862	CCDC39	ENSSSCG00000011768	CCDC39	ortholog_one2one
ENSG00000110887	DAO	ENSSSCG00000009942	DAO	ortholog_one2one
ENSG00000181652	ATG9B	ENSSSCG00000024431	ATG9B	ortholog_one2one
ENSG00000136718	IMP4	ENSSSCG00000015734	IMP4	ortholog_one2one
ENSG00000049449	RCN1	ENSSSCG00000013318		ortholog_one2many
ENSG00000181867	FTMT	ENSSSCG00000014231	FTMT	ortholog_one2one
ENSG00000102144	PGK1	ENSSSCG00000012440	PGK1	ortholog_one2one
ENSG00000170091	NSG2	ENSSSCG00000016979	NSG2	ortholog_one2one
ENSG00000175077	RTP1	ENSSSCG00000037108	RTP1	ortholog_one2one
ENSG00000137710	RDX	ENSSSCG00000015013	RDX	ortholog_one2one
ENSG00000187325	TAF9B	ENSSSCG00000026714	TAF9B	ortholog_one2one
ENSG00000173226	IQCB1	ENSSSCG00000011881	IQCB1	ortholog_one2one
ENSG00000213199	ASIC3	ENSSSCG00000027024	ASIC3	ortholog_one2one
ENSG00000165471	MBL2	ENSSSCG00000010427	MBL2	ortholog_one2one
ENSG00000023839	ABCC2	ENSSSCG00000010543	ABCC2	ortholog_one2one
ENSG00000118655	DCLRE1B	ENSSSCG00000006761	DCLRE1B	ortholog_one2one
ENSG00000147050	KDM6A	ENSSSCG00000012262	KDM6A	ortholog_one2one
ENSG00000129696	TTI2	ENSSSCG00000015833	TTI2	ortholog_one2one
ENSG00000142528	ZNF473	ENSSSCG00000037710	ZNF473	ortholog_one2one
ENSG00000113580	NR3C1	ENSSSCG00000014401	NR3C1	ortholog_one2one
ENSG00000269713	NBPF9	ENSSSCG00000039339		ortholog_one2many
ENSG00000164114	MAP9	ENSSSCG00000008852	MAP9	ortholog_one2one
ENSG00000205268	PDE7A	ENSSSCG00000006218	PDE7A	ortholog_one2one
ENSG00000144152	FBLN7	ENSSSCG00000008101	FBLN7	ortholog_one2one
ENSG00000204653	ASPDH	ENSSSCG00000003217	ASPDH	ortholog_one2one
ENSG00000157399	ARSL	ENSSSCG00000022129	ARSL	ortholog_one2one
ENSG00000131409	LRRC4B	ENSSSCG00000029960	LRRC4B	ortholog_one2one
ENSG00000264717	NPY4R2	ENSSSCG00000010369		ortholog_one2many
ENSG00000213023	SYT3	ENSSSCG00000003222	SYT3	ortholog_one2one
ENSG00000188738	FSIP2	ENSSSCG00000044684		ortholog_one2one
ENSG00000276430	FAM25C	ENSSSCG00000026339		ortholog_one2many
ENSG00000158301	GPRASP2	ENSSSCG00000012521	GPRASP2	ortholog_one2one
ENSG00000257046	SLCO1B3-SLCO1B7	ENSSSCG00000021998		ortholog_one2many
ENSG00000235034	C19orf81	ENSSSCG00000037098		ortholog_one2one
ENSG00000105472	CLEC11A	ENSSSCG00000036814	CLEC11A	ortholog_one2one
ENSG00000168702	LRP1B	ENSSSCG00000023746	LRP1B	ortholog_one2one
ENSG00000197584	KCNMB2	ENSSSCG00000011761		ortholog_one2many
ENSG00000109576	AADAT	ENSSSCG00000009708	AADAT	ortholog_one2one
ENSG00000102078	SLC25A14	ENSSSCG00000012660	SLC25A14	ortholog_one2one
ENSG00000164896	FASTK	ENSSSCG00000024184	FASTK	ortholog_one2one
ENSG00000142511	GPR32	ENSSSCG00000028145	GPR32	ortholog_one2one
ENSG00000142513	ACP4	ENSSSCG00000024736	ACP4	ortholog_one2one
ENSG00000168040	FADD	ENSSSCG00000030888	FADD	ortholog_one2one
ENSG00000003989	SLC7A2	ENSSSCG00000006987	SLC7A2	ortholog_one2one
ENSG00000165970	SLC6A5	ENSSSCG00000037705	SLC6A5	ortholog_one2one
ENSG00000178084	HTR3C	ENSSSCG00000011784		ortholog_many2many
ENSG00000178084	HTR3C	ENSSSCG00000024689		ortholog_many2many
ENSG00000198843	SELENOT	ENSSSCG00000036920	SELENOT	ortholog_one2one
ENSG00000173239	LIPM	ENSSSCG00000010444	LIPM	ortholog_one2one
ENSG00000221381	SNORD88B	ENSSSCG00000032199	SNORD88B	ortholog_one2one
ENSG00000167748	KLK1	ENSSSCG00000024668	KLK1	ortholog_one2one
ENSG00000188735	TMEM120B	ENSSSCG00000009808	TMEM120B	ortholog_one2one
ENSG00000204020	LIPN	ENSSSCG00000031373	LIPN	ortholog_one2one
ENSG00000200887	RNU6-598P	ENSSSCG00000019368	U6	ortholog_one2many
ENSG00000174562	KLK15	ENSSSCG00000030539	KLK15	ortholog_one2one
ENSG00000107968	MAP3K8	ENSSSCG00000020705	MAP3K8	ortholog_one2one
ENSG00000247626	MARS2	ENSSSCG00000034494	MARS2	ortholog_one2one
ENSG00000164897	TMUB1	ENSSSCG00000028266	TMUB1	ortholog_one2one
ENSG00000204655	MOG	ENSSSCG00000001248	MOG	ortholog_one2one
ENSG00000162989	KCNJ3	ENSSSCG00000036078	KCNJ3	ortholog_one2one
ENSG00000256374	PPIAL4D	ENSSSCG00000016737		ortholog_many2many
ENSG00000256374	PPIAL4D	ENSSSCG00000031444		ortholog_many2many
ENSG00000256374	PPIAL4D	ENSSSCG00000040276		ortholog_many2many
ENSG00000110651	CD81	ENSSSCG00000039243	CD81	ortholog_one2one
ENSG00000119953	SMNDC1	ENSSSCG00000030507	SMNDC1	ortholog_one2one
ENSG00000133612	AGAP3	ENSSSCG00000025610	AGAP3	ortholog_one2one
ENSG00000144120	TMEM177	ENSSSCG00000015742	TMEM177	ortholog_one2one
ENSG00000151136	BTBD11	ENSSSCG00000000162	BTBD11	ortholog_one2one
ENSG00000268043	NBPF12	ENSSSCG00000039339		ortholog_one2many
ENSG00000144278	GALNT13	ENSSSCG00000022671	GALNT13	ortholog_one2one
ENSG00000103067	ESRP2	ENSSSCG00000035227	ESRP2	ortholog_one2one
ENSG00000206199	ANKUB1	ENSSSCG00000011706	ANKUB1	ortholog_one2one
ENSG00000138166	DUSP5	ENSSSCG00000040815	DUSP5	ortholog_one2one
ENSG00000104320	NBN	ENSSSCG00000006127	NBN	ortholog_one2one
ENSG00000169903	TM4SF4	ENSSSCG00000011703	TM4SF4	ortholog_one2one
ENSG00000107951	MTPAP	ENSSSCG00000011018	MTPAP	ortholog_one2one
ENSG00000121853	GHSR	ENSSSCG00000020906	GHSR	ortholog_one2one
ENSG00000109670	FBXW7	ENSSSCG00000020879	FBXW7	ortholog_one2one
ENSG00000163840	DTX3L	ENSSSCG00000011876	DTX3L	ortholog_one2one
ENSG00000206855	RNU6-571P	ENSSSCG00000040451	U6	ortholog_one2one
ENSG00000165732	DDX21	ENSSSCG00000010247	DDX21	ortholog_one2one
ENSG00000134597	RBMX2	ENSSSCG00000032739	RBMX2	ortholog_one2one
ENSG00000174948	GPR149	ENSSSCG00000023582	GPR149	ortholog_one2one
ENSG00000179846	NKPD1	ENSSSCG00000035833	NKPD1	ortholog_one2one
ENSG00000178568	ERBB4	ENSSSCG00000016160	ERBB4	ortholog_one2one
ENSG00000076513	ANKRD13A	ENSSSCG00000009924	ANKRD13A	ortholog_one2one
ENSG00000147262	GPR119	ENSSSCG00000012661	GPR119	ortholog_one2one
ENSG00000102172	SMS	ENSSSCG00000012166	SMS	ortholog_one2one
ENSG00000014216	CAPN1	ENSSSCG00000012999	CAPN1	ortholog_one2one
ENSG00000160539	PLPP7	ENSSSCG00000005713	PLPP7	ortholog_one2one
ENSG00000104450	SPAG1	ENSSSCG00000027587	SPAG1	ortholog_one2one
ENSG00000142065	ZFP14	ENSSSCG00000032673	ZFP14	ortholog_one2one
ENSG00000283526	PRRT1B	ENSSSCG00000031465	PRRT1B	ortholog_one2one
ENSG00000095397	WHRN	ENSSSCG00000005490	WHRN	ortholog_one2one
ENSG00000113594	LIFR	ENSSSCG00000016850	LIFR	ortholog_one2one
ENSG00000109674	NEIL3	ENSSSCG00000015771	NEIL3	ortholog_one2one
ENSG00000181007	ZFP82	ENSSSCG00000031915	ZFP82	ortholog_one2one
ENSG00000102174	PHEX	ENSSSCG00000012167	PHEX	ortholog_one2one
ENSG00000254004	ZNF260	ENSSSCG00000002930	ZNF260	ortholog_one2one
ENSG00000164122	ASB5	ENSSSCG00000030395	ASB5	ortholog_one2one
ENSG00000122862	SRGN	ENSSSCG00000023374	SRGN	ortholog_one2one
ENSG00000265190	ANXA8	ENSSSCG00000010370		ortholog_one2many
ENSG00000173535	TNFRSF10C	ENSSSCG00000041954		ortholog_many2many
ENSG00000150628	SPATA4	ENSSSCG00000015767	SPATA4	ortholog_one2one
ENSG00000139370	SLC15A4	ENSSSCG00000025820	SLC15A4	ortholog_one2one
ENSG00000147434	CHRNA6	ENSSSCG00000023338	CHRNA6	ortholog_one2one
ENSG00000164344	KLKB1	ENSSSCG00000015799	KLKB1	ortholog_one2one
ENSG00000163006	CCDC138	ENSSSCG00000008135	CCDC138	ortholog_one2one
ENSG00000157693	TMEM268	ENSSSCG00000032835	ATP6V1G1	ortholog_one2one
ENSG00000146926	ASB10	ENSSSCG00000029241	ASB10	ortholog_one2one
ENSG00000130164	LDLR	ENSSSCG00000028512	LDLR	ortholog_one2one
ENSG00000104435	STMN2	ENSSSCG00000006160	STMN2	ortholog_one2one
ENSG00000103061	SLC7A6OS	ENSSSCG00000033167	SLC7A6OS	ortholog_one2one
ENSG00000172661	WASHC2C	ENSSSCG00000010401		ortholog_one2many
ENSG00000138829	FBN2	ENSSSCG00000014256	FBN2	ortholog_one2one
ENSG00000230054	TEX53	ENSSSCG00000048487		ortholog_one2one
ENSG00000230601	TEX48	ENSSSCG00000042680	TEX48	ortholog_one2one
ENSG00000278685	IQCA1L	ENSSSCG00000025737	IQCA1L	ortholog_one2one
ENSG00000181634	TNFSF15	ENSSSCG00000034087	TNFSF15	ortholog_one2one
ENSG00000132341	RAN	ENSSSCG00000009746	RAN	ortholog_one2one
ENSG00000132600	PRMT7	ENSSSCG00000002763	PRMT7	ortholog_one2one
ENSG00000054690	PLEKHH1	ENSSSCG00000002292	PLEKHH1	ortholog_one2one
ENSG00000285292	ABCF2-H2BE1	ENSSSCG00000016441		ortholog_one2many
ENSG00000095261	PSMD5	ENSSSCG00000005507	PSMD5	ortholog_one2one
ENSG00000099399	MAGEB2	ENSSSCG00000012197		ortholog_one2many
ENSG00000099399	MAGEB2	ENSSSCG00000028214		ortholog_one2many
ENSG00000120289	MAGEB4	ENSSSCG00000041318		ortholog_many2many
ENSG00000120289	MAGEB4	ENSSSCG00000012733		ortholog_many2many
ENSG00000120289	MAGEB4	ENSSSCG00000012740		ortholog_many2many
ENSG00000120289	MAGEB4	ENSSSCG00000048272		ortholog_many2many
ENSG00000102287	GABRE	ENSSSCG00000012754	GABRE	ortholog_one2one
ENSG00000138069	RAB1A	ENSSSCG00000008359	RAB1A	ortholog_one2one
ENSG00000033050	ABCF2	ENSSSCG00000016441		ortholog_one2many
ENSG00000088926	F11	ENSSSCG00000032653	F11	ortholog_one2one
ENSG00000119403	PHF19	ENSSSCG00000005510	PHF19	ortholog_one2one
ENSG00000204642	HLA-F	ENSSSCG00000001398		ortholog_many2many
ENSG00000204642	HLA-F	ENSSSCG00000001341		ortholog_many2many
ENSG00000151690	MFSD6	ENSSSCG00000016052	MFSD6	ortholog_one2one
ENSG00000100564	PIGH	ENSSSCG00000039351	PIGH	ortholog_one2one
ENSG00000284363	MIR224	ENSSSCG00000019411	ssc-mir-224	ortholog_one2one
ENSG00000283751	MIR452	ENSSSCG00000019439	ssc-mir-452	ortholog_one2one
ENSG00000102119	EMD	ENSSSCG00000037777		ortholog_one2one
ENSG00000154328	NEIL2	ENSSSCG00000028699	NEIL2	ortholog_one2one
ENSG00000033100	CHPF2	ENSSSCG00000016436	CHPF2	ortholog_one2one
ENSG00000163659	TIPARP	ENSSSCG00000027646	TIPARP	ortholog_one2one
ENSG00000116489	CAPZA1	ENSSSCG00000006775	CAPZA1	ortholog_one2one
ENSG00000145416	MARCHF1	ENSSSCG00000039175	MARCHF1	ortholog_one2one
ENSG00000081181	ARG2	ENSSSCG00000002294	ARG2	ortholog_one2one
ENSG00000284191	MIR671	ENSSSCG00000018881	MIR671	ortholog_one2one
ENSG00000122557	HERPUD2	ENSSSCG00000027389	HERPUD2	ortholog_one2one
ENSG00000103056	SMPD3	ENSSSCG00000002764	SMPD3	ortholog_one2one
ENSG00000067369	TP53BP1	ENSSSCG00000031949	TP53BP1	ortholog_one2one
ENSG00000100568	VTI1B	ENSSSCG00000002295	VTI1B	ortholog_one2one
ENSG00000147234	FRMPD3	ENSSSCG00000012561	FRMPD3	ortholog_one2one
ENSG00000104369	JPH1	ENSSSCG00000006174	JPH1	ortholog_one2one
ENSG00000128708	HAT1	ENSSSCG00000015952	HAT1	ortholog_one2one
ENSG00000170893	TRH	ENSSSCG00000011596	TRH	ortholog_one2one
ENSG00000111845	PAK1IP1	ENSSSCG00000001041	PAK1IP1	ortholog_one2one
ENSG00000155367	PPM1J	ENSSSCG00000006774	PPM1J	ortholog_one2one
ENSG00000020922	MRE11	ENSSSCG00000014955	MRE11	ortholog_one2one
ENSG00000204116	CHIC1	ENSSSCG00000012416	CHIC1	ortholog_one2one
ENSG00000150630	VEGFC	ENSSSCG00000015770	VEGFC	ortholog_one2one
ENSG00000258466		ENSSSCG00000002296		ortholog_one2many
ENSG00000072042	RDH11	ENSSSCG00000002296		ortholog_one2many
ENSG00000111843	TMEM14C	ENSSSCG00000001038		ortholog_one2many
ENSG00000111843	TMEM14C	ENSSSCG00000040240		ortholog_one2many
ENSG00000013293	SLC7A14	ENSSSCG00000011748	SLC7A14	ortholog_one2one
ENSG00000187257	RSBN1L	ENSSSCG00000038977	RSBN1L	ortholog_one2one
ENSG00000109586	GALNT7	ENSSSCG00000009705	GALNT7	ortholog_one2one
ENSG00000145715	RASA1	ENSSSCG00000014146	RASA1	ortholog_one2one
ENSG00000104760	FGL1	ENSSSCG00000035335	FGL1	ortholog_one2one
ENSG00000111245	MYL2	ENSSSCG00000039710	MYL2	ortholog_one2one
ENSG00000161888	SPC24	ENSSSCG00000033444	SPC24	ortholog_one2one
ENSG00000119401	TRIM32	ENSSSCG00000005501	TRIM32	ortholog_one2one
ENSG00000201164	RNU4-36P	ENSSSCG00000019267	U4	ortholog_one2many
ENSG00000134200	TSHB	ENSSSCG00000006749	TSHB	ortholog_one2one
ENSG00000148180	GSN	ENSSSCG00000037508	GSN	ortholog_one2one
ENSG00000230989	HSBP1	ENSSSCG00000031892	HSBP1	ortholog_one2one
ENSG00000113805	CNTN3	ENSSSCG00000011522	CNTN3	ortholog_one2one
ENSG00000143442	POGZ	ENSSSCG00000006622	POGZ	ortholog_one2one
ENSG00000135211	TMEM60	ENSSSCG00000038541	TMEM60	ortholog_one2one
ENSG00000160396	HIPK4	ENSSSCG00000021917	HIPK4	ortholog_one2one
ENSG00000197019	SERTAD1	ENSSSCG00000026931	SERTAD1	ortholog_one2one
ENSG00000006576	PHTF2	ENSSSCG00000015410	PHTF2	ortholog_one2one
ENSG00000116117	PARD3B	ENSSSCG00000016123	PARD3B	ortholog_one2one
ENSG00000204130	RUFY2	ENSSSCG00000010239	RUFY2	ortholog_one2one
ENSG00000167565	SERTAD3	ENSSSCG00000025448	SERTAD3	ortholog_one2one
ENSG00000139988	RDH12	ENSSSCG00000002297	RDH12	ortholog_one2one
ENSG00000103150	MLYCD	ENSSSCG00000031450	MLYCD	ortholog_one2one
ENSG00000145414	NAF1	ENSSSCG00000008887	NAF1	ortholog_one2one
ENSG00000078674	PCM1	ENSSSCG00000006994	PCM1	ortholog_one2one
ENSG00000140961	OSGIN1	ENSSSCG00000032115	OSGIN1	ortholog_one2one
ENSG00000099840	IZUMO4	ENSSSCG00000013455	IZUMO4	ortholog_one2one
ENSG00000060709	RIMBP2	ENSSSCG00000009748	RIMBP2	ortholog_one2one
ENSG00000151332	MBIP	ENSSSCG00000001946	MBIP	ortholog_one2one
ENSG00000185758	CLDN24	ENSSSCG00000022456		ortholog_one2many
ENSG00000157005	SST	ENSSSCG00000033815	SST	ortholog_one2one
ENSG00000178075	GRAMD1C	ENSSSCG00000011915	GRAMD1C	ortholog_one2one
ENSG00000154556	SORBS2	ENSSSCG00000036679	SORBS2	ortholog_one2one
ENSG00000140943	MBTPS1	ENSSSCG00000002682	MBTPS1	ortholog_one2one
ENSG00000138347	MYPN	ENSSSCG00000029311	MYPN	ortholog_one2one
ENSG00000154096	THY1	ENSSSCG00000032330	THY1	ortholog_one2one
ENSG00000136352	NKX2-1	ENSSSCG00000001945	NKX2-1	ortholog_one2one
ENSG00000111837	MAK	ENSSSCG00000001042	MAK	ortholog_one2one
ENSG00000128805	ARHGAP22	ENSSSCG00000010381	ARHGAP22	ortholog_one2one
ENSG00000105370	LIM2	ENSSSCG00000003232	LIM2	ortholog_one2one
ENSG00000136327	NKX2-8	ENSSSCG00000001944	NKX2-8	ortholog_one2one
ENSG00000103160	HSDL1	ENSSSCG00000002681	HSDL1	ortholog_one2one
ENSG00000198807	PAX9	ENSSSCG00000001942	PAX9	ortholog_one2one
ENSG00000089169	RPH3A	ENSSSCG00000009883	RPH3A	ortholog_one2one
ENSG00000187912	CLEC17A	ENSSSCG00000013777	CLEC17A	ortholog_one2one
ENSG00000172717	FAM71D	ENSSSCG00000002286	FAM71D	ortholog_one2one
ENSG00000168038	ULK4	ENSSSCG00000025408	ULK4	ortholog_one2one
ENSG00000160883	HK3	ENSSSCG00000014048	HK3	ortholog_one2one
ENSG00000198947	DMD	ENSSSCG00000028148	DMD	ortholog_one2one
ENSG00000154099	DNAAF1	ENSSSCG00000002675	DNAAF1	ortholog_one2one
ENSG00000156970	BUB1B	ENSSSCG00000004782	BUB1B	ortholog_one2one
ENSG00000074219	TEAD2	ENSSSCG00000025568	TEAD2	ortholog_one2one
ENSG00000140955	ADAD2	ENSSSCG00000034385	ADAD2	ortholog_one2one
ENSG00000171772	SYCE1	ENSSSCG00000010779	SYCE1	ortholog_one2one
ENSG00000072415	MPP5	ENSSSCG00000002287	MPP5	ortholog_one2one
ENSG00000118292	C1orf54	ENSSSCG00000045950	C1orf54	ortholog_one2one
ENSG00000072135	PTPN18	ENSSSCG00000015735	PTPN18	ortholog_one2one
ENSG00000124827	GCM2	ENSSSCG00000035562	GCM2	ortholog_one2one
ENSG00000082515	MRPL22	ENSSSCG00000017065	MRPL22	ortholog_one2one
ENSG00000100554	ATP6V1D	ENSSSCG00000033278	ATP6V1D	ortholog_one2one
ENSG00000112096	SOD2	ENSSSCG00000040317	SOD2	ortholog_one2one
ENSG00000065183	WDR3	ENSSSCG00000006727	WDR3	ortholog_one2one
ENSG00000166558	SLC38A8	ENSSSCG00000039218	SLC38A8	ortholog_one2one
ENSG00000196233	LCOR	ENSSSCG00000010513	LCOR	ortholog_one2one
ENSG00000149403	GRIK4	ENSSSCG00000015131	GRIK4	ortholog_one2one
