Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSG00000199552	SNORA63	ENSMMUG00000025207	SNORA63	ortholog_one2one
ENSG00000176293	ZNF135	ENSMMUG00000020498	ZNF135	ortholog_one2one
ENSG00000199361	RNU1-150P	ENSMMUG00000024503	U1	ortholog_one2one
ENSG00000212296	SNORD72	ENSMMUG00000032834		ortholog_one2one
ENSG00000207060	RNU6-480P	ENSMMUG00000049538	U6	ortholog_one2one
ENSG00000206606	RNU6-1296P	ENSMMUG00000032982	U6	ortholog_one2one
ENSG00000199487	Y_RNA	ENSMMUG00000054906	Y_RNA	ortholog_one2one
ENSG00000263556	RN7SL383P	ENSMMUG00000045739	Metazoa_SRP	ortholog_one2one
ENSG00000222960	RNU6-272P	ENSMMUG00000036740	U6	ortholog_one2one
ENSG00000207627	MIR581	ENSMMUG00000033288	mml-mir-581	ortholog_one2one
ENSG00000241230	RN7SL801P	ENSMMUG00000039923	Metazoa_SRP	ortholog_one2one
ENSG00000062725	APPBP2	ENSMMUG00000016566	APPBP2	ortholog_one2one
ENSG00000212561	RNU6-381P	ENSMMUG00000035406	U6	ortholog_one2one
ENSG00000207229	Y_RNA	ENSMMUG00000026232	Y_RNA	ortholog_one2one
ENSG00000198983	MIR449A	ENSMMUG00000027083	mml-mir-449a	ortholog_one2one
ENSG00000207728	MIR449B	ENSMMUG00000033285	mml-mir-449b	ortholog_one2one
ENSG00000207293	Y_RNA	ENSMMUG00000061016	Y_RNA	ortholog_one2one
ENSG00000253032	RNU6-299P	ENSMMUG00000034742	U6	ortholog_one2one
ENSG00000207439	Y_RNA	ENSMMUG00000024585	Y_RNA	ortholog_one2one
ENSG00000212249	U8	ENSMMUG00000032958	U8	ortholog_one2one
ENSG00000252108	RNU6-1232P	ENSMMUG00000061182	U6	ortholog_one2one
ENSG00000242547	RN7SL169P	ENSMMUG00000044694	Metazoa_SRP	ortholog_one2one
ENSG00000201869	RNU6-294P	ENSMMUG00000026158	U6	ortholog_one2one
ENSG00000212215	RNU6-913P	ENSMMUG00000050555	U6	ortholog_one2one
ENSG00000163902	RPN1	ENSMMUG00000018321	RPN1	ortholog_one2one
ENSG00000244748	RN7SL153P	ENSMMUG00000044127	Metazoa_SRP	ortholog_one2one
ENSG00000163564	PYHIN1	ENSMMUG00000004488	PYHIN1	ortholog_one2one
ENSG00000207336	RNU6-658P	ENSMMUG00000037135	U6	ortholog_one2one
ENSG00000238913	RNU7-196P	ENSMMUG00000037201	U7	ortholog_one2one
ENSG00000280894	SNORA50D	ENSMMUG00000035580		ortholog_one2one
ENSG00000244326	RN7SL814P	ENSMMUG00000049080	Metazoa_SRP	ortholog_one2one
ENSG00000202601	MIR582	ENSMMUG00000033132	mml-mir-582	ortholog_one2one
ENSG00000207333	RNU6-680P	ENSMMUG00000023971	U6	ortholog_one2one
ENSG00000202017	RNU6-806P	ENSMMUG00000028453	U6	ortholog_one2one
ENSG00000207391	Y_RNA	ENSMMUG00000028295	Y_RNA	ortholog_one2one
ENSG00000199645	RNU6-1330P	ENSMMUG00000059538	U6	ortholog_one2one
ENSG00000264391	RN7SL208P	ENSMMUG00000038163	Metazoa_SRP	ortholog_one2one
ENSG00000165995	CACNB2	ENSMMUG00000007445	CACNB2	ortholog_one2one
ENSG00000206714	Y_RNA	ENSMMUG00000063839	Y_RNA	ortholog_one2one
ENSG00000200331	RNU6-183P	ENSMMUG00000024624	U6	ortholog_one2one
ENSG00000202157	RNU4-11P	ENSMMUG00000025736	U4	ortholog_one2one
ENSG00000159905	ZNF221	ENSMMUG00000064975	ZNF221	ortholog_one2one
ENSG00000265684	RN7SL378P	ENSMMUG00000046947	Metazoa_SRP	ortholog_one2one
ENSG00000206744	RNU6-620P	ENSMMUG00000033224	U6	ortholog_one2one
ENSG00000238835	SCARNA18	ENSMMUG00000035653		ortholog_one2one
ENSG00000207452	RNU6-606P	ENSMMUG00000025010	U6	ortholog_one2one
ENSG00000200462	RNU6-727P	ENSMMUG00000057003	U6	ortholog_one2one
ENSG00000252861	RNU6-448P	ENSMMUG00000037398	U6	ortholog_one2one
ENSG00000207013	RNU6-804P	ENSMMUG00000028440	U6	ortholog_one2one
ENSG00000168936	TMEM129	ENSMMUG00000064450	TMEM129	ortholog_one2one
ENSG00000206592		ENSMMUG00000025788		ortholog_one2one
ENSG00000206698	RNU1-73P	ENSMMUG00000024885	U1	ortholog_one2one
ENSG00000206774	RNU6-211P	ENSMMUG00000053119	U6	ortholog_one2one
ENSG00000206958	SNORA70	ENSMMUG00000023909	SNORA70	ortholog_one2one
ENSG00000200884	Y_RNA	ENSMMUG00000055084	Y_RNA	ortholog_one2one
ENSG00000130733	YIPF2	ENSMMUG00000004400	YIPF2	ortholog_one2one
ENSG00000238961	SNORA47	ENSMMUG00000036603		ortholog_one2one
ENSG00000265118		ENSMMUG00000008604		ortholog_one2many
ENSG00000277506	RN7SL802P	ENSMMUG00000055353	Metazoa_SRP	ortholog_one2one
ENSG00000284447	MIR9-2	ENSMMUG00000027085	mml-mir-9-2	ortholog_one2one
ENSG00000207077	RNU6-1119P	ENSMMUG00000026310	U6	ortholog_one2one
ENSG00000277001	Metazoa_SRP	ENSMMUG00000060078	Metazoa_SRP	ortholog_one2many
ENSG00000277001	Metazoa_SRP	ENSMMUG00000062244	Metazoa_SRP	ortholog_one2many
ENSG00000206833	RNU6-20P	ENSMMUG00000060501	U6	ortholog_one2one
ENSG00000199378	Y_RNA	ENSMMUG00000024247	Y_RNA	ortholog_one2one
ENSG00000199643	RNU4-90P	ENSMMUG00000025376	U4	ortholog_one2one
ENSG00000207404	Y_RNA	ENSMMUG00000025292	Y_RNA	ortholog_one2one
ENSG00000207578	MIR583	ENSMMUG00000032858	mml-mir-583	ortholog_one2one
ENSG00000206997	RNU6-524P	ENSMMUG00000028128	U6	ortholog_one2one
ENSG00000083799	CYLD	ENSMMUG00000012209	CYLD	ortholog_one2one
ENSG00000206593	RNU6-47P	ENSMMUG00000026505	U6	ortholog_one2one
ENSG00000212259	RNU6-308P	ENSMMUG00000049821	U6	ortholog_one2one
ENSG00000212370	RNU6-482P	ENSMMUG00000050369	U6	ortholog_one2one
ENSG00000200351	Y_RNA	ENSMMUG00000026458	Y_RNA	ortholog_one2one
ENSG00000201910	RNU1-140P	ENSMMUG00000026694	U1	ortholog_one2one
ENSG00000239808	RN7SL255P	ENSMMUG00000044415	Metazoa_SRP	ortholog_one2one
ENSG00000252881	RNU6-334P	ENSMMUG00000032929	U6	ortholog_one2one
ENSG00000222610	RNU6-402P	ENSMMUG00000025021	U6	ortholog_one2one
ENSG00000212457	RNU6-644P	ENSMMUG00000037127	U6	ortholog_one2one
ENSG00000222598	RNU2-49P	ENSMMUG00000034485	U2	ortholog_one2one
ENSG00000283498	MIR1244-2	ENSMMUG00000064004		ortholog_one2one
ENSG00000276047	RN7SL711P	ENSMMUG00000039439	Metazoa_SRP	ortholog_one2one
ENSG00000243333	RN7SL174P	ENSMMUG00000063816	Metazoa_SRP	ortholog_one2one
ENSG00000238363	SNORA13	ENSMMUG00000025857		ortholog_one2one
ENSG00000252185	RNU6-752P	ENSMMUG00000026368	U6	ortholog_one2one
ENSG00000207177		ENSMMUG00000026141		ortholog_one2one
ENSG00000223179	RNU6-373P	ENSMMUG00000046045	U6	ortholog_one2one
ENSG00000206786	RNU6-701P	ENSMMUG00000024002	U6	ortholog_one2one
ENSG00000277250	Metazoa_SRP	ENSMMUG00000049667	Metazoa_SRP	ortholog_one2one
ENSG00000252774		ENSMMUG00000035716		ortholog_one2one
ENSG00000207130		ENSMMUG00000027866		ortholog_one2one
ENSG00000168924	LETM1	ENSMMUG00000019948	LETM1	ortholog_one2one
ENSG00000166803	PCLAF	ENSMMUG00000029603	PCLAF	ortholog_one2one
ENSG00000252514	RNU7-53P	ENSMMUG00000035515	U7	ortholog_one2one
ENSG00000207290	Y_RNA	ENSMMUG00000024055	Y_RNA	ortholog_one2one
ENSG00000179021	C3orf38	ENSMMUG00000021507	C2H3orf38	ortholog_one2one
ENSG00000263432	RN7SL689P	ENSMMUG00000041763	Metazoa_SRP	ortholog_one2one
ENSG00000202082	RNU6-290P	ENSMMUG00000057290	U6	ortholog_one2one
ENSG00000222609	RNU4-69P	ENSMMUG00000035303	U4	ortholog_one2one
ENSG00000266751	MIR3661	ENSMMUG00000049256		ortholog_one2one
ENSG00000199285	Y_RNA	ENSMMUG00000023886	Y_RNA	ortholog_one2one
ENSG00000222924	RNU6-1148P	ENSMMUG00000035952	U6	ortholog_one2one
ENSG00000212460	RNU6-460P	ENSMMUG00000024115	U6	ortholog_one2one
ENSG00000278815	Vault	ENSMMUG00000025999	Vault	ortholog_one2one
ENSG00000100934	SEC23A	ENSMMUG00000003184	SEC23A	ortholog_one2one
ENSG00000199880	RNU6-888P	ENSMMUG00000034153	U6	ortholog_one2one
ENSG00000199677	Y_RNA	ENSMMUG00000057101	Y_RNA	ortholog_one2one
ENSG00000201554	Y_RNA	ENSMMUG00000025987	Y_RNA	ortholog_one2one
ENSG00000216009	MIR874	ENSMMUG00000033488	mml-mir-874	ortholog_one2one
ENSG00000238904	RNU7-34P	ENSMMUG00000036061	U7	ortholog_one2one
ENSG00000239390	RN7SL87P	ENSMMUG00000049229	Metazoa_SRP	ortholog_one2one
ENSG00000081154	PCNP	ENSMMUG00000017782	PCNP	ortholog_one2one
ENSG00000253023	RNU7-156P	ENSMMUG00000035921	U7	ortholog_one2one
ENSG00000207020	Y_RNA	ENSMMUG00000059166	Y_RNA	ortholog_one2one
ENSG00000276365	MIR145	ENSMMUG00000027024	mml-mir-145	ortholog_one2one
ENSG00000284182	MIR143	ENSMMUG00000027101	mml-mir-143	ortholog_one2one
ENSG00000221043	U3	ENSMMUG00000024350	U3	ortholog_one2one
ENSG00000274799	Metazoa_SRP	ENSMMUG00000050378	Metazoa_SRP	ortholog_one2many
ENSG00000274799	Metazoa_SRP	ENSMMUG00000055270	Metazoa_SRP	ortholog_one2many
ENSG00000222213	RNU6-588P	ENSMMUG00000036593	U6	ortholog_one2one
ENSG00000252068	RNU6-390P	ENSMMUG00000036379	U6	ortholog_one2one
ENSG00000241963	RN7SL655P	ENSMMUG00000044578	Metazoa_SRP	ortholog_one2one
ENSG00000199047	MIR378A	ENSMMUG00000026873		ortholog_one2one
ENSG00000242976	RN7SL177P	ENSMMUG00000055025	Metazoa_SRP	ortholog_one2one
ENSG00000252458		ENSMMUG00000036338		ortholog_one2one
ENSG00000004468	CD38	ENSMMUG00000015298	CD38	ortholog_one2one
ENSG00000135862	LAMC1	ENSMMUG00000015084	LAMC1	ortholog_one2one
ENSG00000206819	RNU6-260P	ENSMMUG00000037596	U6	ortholog_one2one
ENSG00000242928	RN7SL868P	ENSMMUG00000046386	Metazoa_SRP	ortholog_one2one
ENSG00000253065		ENSMMUG00000037402		ortholog_one2one
ENSG00000202417	Y_RNA	ENSMMUG00000026029	Y_RNA	ortholog_one2one
ENSG00000244501	RN7SL623P	ENSMMUG00000046970	Metazoa_SRP	ortholog_one2one
ENSG00000252348	RNU6-1256P	ENSMMUG00000054480	U6	ortholog_one2one
ENSG00000212529		ENSMMUG00000033319		ortholog_one2one
ENSG00000212319	Y_RNA	ENSMMUG00000036192	Y_RNA	ortholog_one2one
ENSG00000222626	RNU2-48P	ENSMMUG00000035086	U2	ortholog_one2one
ENSG00000201511	Y_RNA	ENSMMUG00000050117	Y_RNA	ortholog_one2one
ENSG00000206614	RNU6-477P	ENSMMUG00000024171	U6	ortholog_one2one
ENSG00000066422	ZBTB11	ENSMMUG00000015060	ZBTB11	ortholog_one2one
ENSG00000199219	RNU6-500P	ENSMMUG00000025071	U6	ortholog_one2one
ENSG00000207739	MIR218-2	ENSMMUG00000026928	mml-mir-218-2	ortholog_one2one
ENSG00000202345	Y_RNA	ENSMMUG00000041106	Y_RNA	ortholog_one2one
ENSG00000212402	SNORA74B	ENSMMUG00000032878	SNORA74	ortholog_one2one
ENSG00000207210	Y_RNA	ENSMMUG00000025934	Y_RNA	ortholog_one2one
ENSG00000206741	Y_RNA	ENSMMUG00000047460	Y_RNA	ortholog_one2one
ENSG00000200648	RNU6-226P	ENSMMUG00000035459	U6	ortholog_one2one
ENSG00000221601	RNU4ATAC2P	ENSMMUG00000036545		ortholog_one2one
ENSG00000201277	Y_RNA	ENSMMUG00000060735	Y_RNA	ortholog_one2one
ENSG00000206845	RNU6-209P	ENSMMUG00000027421	U6	ortholog_one2one
ENSG00000206624	RNU1-39P	ENSMMUG00000028010	U1	ortholog_one2one
ENSG00000200555	RNU6-525P	ENSMMUG00000024740	U6	ortholog_one2one
ENSG00000103671	TRIP4	ENSMMUG00000009882	TRIP4	ortholog_one2one
ENSG00000105341	DMAC2	ENSMMUG00000014348		ortholog_one2many
ENSG00000105341	DMAC2	ENSMMUG00000050194		ortholog_one2many
ENSG00000198995	MIR340	ENSMMUG00000027004	mml-mir-340	ortholog_one2one
ENSG00000222533	RNU6-705P	ENSMMUG00000063970	U6	ortholog_one2many
ENSG00000272296	SNORD96A	ENSMMUG00000032960	SNORD96	ortholog_one2one
ENSG00000264549	SNORD95	ENSMMUG00000026456		ortholog_one2one
ENSG00000238590	RNU7-54P	ENSMMUG00000060462	U7	ortholog_one2one
ENSG00000206686	RNU6-1036P	ENSMMUG00000063259	U6	ortholog_one2many
ENSG00000206686	RNU6-1036P	ENSMMUG00000063717	U6	ortholog_one2many
ENSG00000114391	RPL24	ENSMMUG00000015059	RPL24	ortholog_one2many
ENSG00000114391	RPL24	ENSMMUG00000001200		ortholog_one2many
ENSG00000131183	SLC34A1	ENSMMUG00000019814	SLC34A1	ortholog_one2one
ENSG00000182504	CEP97	ENSMMUG00000015062	CEP97	ortholog_one2one
ENSG00000158473	CD1D	ENSMMUG00000020156	CD1D	ortholog_one2one
ENSG00000137440	FGFBP1	ENSMMUG00000008162	FGFBP1	ortholog_one2one
ENSG00000154240	CEP112	ENSMMUG00000005637	CEP112	ortholog_one2one
ENSG00000137441	FGFBP2	ENSMMUG00000008163	FGFBP2	ortholog_one2one
ENSG00000206781	Y_RNA	ENSMMUG00000028330	Y_RNA	ortholog_one2one
ENSG00000149591	TAGLN	ENSMMUG00000002058	TAGLN	ortholog_one2one
ENSG00000163191	S100A11	ENSMMUG00000004441		ortholog_one2many
ENSG00000163191	S100A11	ENSMMUG00000056402	S100A11	ortholog_one2many
ENSG00000007062	PROM1	ENSMMUG00000008164	PROM1	ortholog_one2one
ENSG00000174173	TRMT10C	ENSMMUG00000017780	TRMT10C	ortholog_one2one
ENSG00000196570	PFN3	ENSMMUG00000048792	PFN3	ortholog_one2one
ENSG00000085449	WDFY1	ENSMMUG00000006159	WDFY1	ortholog_one2one
ENSG00000198055	GRK6	ENSMMUG00000019817	GRK6	ortholog_one2one
ENSG00000160993	ALKBH4	ENSMMUG00000050875	ALKBH4	ortholog_one2one
ENSG00000215853	RPTN	ENSMMUG00000019033	RPTN	ortholog_one2one
ENSG00000174611	KY	ENSMMUG00000010346	KY	ortholog_one2one
ENSG00000143198	MGST3	ENSMMUG00000015948	MGST3	ortholog_one2one
ENSG00000266964	FXYD1	ENSMMUG00000060378	FXYD1	ortholog_one2one
ENSG00000161036	LRWD1	ENSMMUG00000012021	LRWD1	ortholog_one2one
ENSG00000182400	TRAPPC6B	ENSMMUG00000021027	TRAPPC6B	ortholog_one2one
ENSG00000164733	CTSB	ENSMMUG00000019212	CTSB	ortholog_one2one
ENSG00000144119	C1QL2	ENSMMUG00000016545	C1QL2	ortholog_one2one
ENSG00000178115	GOLGA8Q	ENSMMUG00000021656		ortholog_many2many
ENSG00000178115	GOLGA8Q	ENSMMUG00000019483		ortholog_many2many
ENSG00000178115	GOLGA8Q	ENSMMUG00000056650		ortholog_many2many
ENSG00000178115	GOLGA8Q	ENSMMUG00000060774		ortholog_many2many
ENSG00000115425	PECR	ENSMMUG00000017964	PECR	ortholog_one2one
ENSG00000253087	RNU6-1174P	ENSMMUG00000035327	U6	ortholog_one2one
ENSG00000143318	CASQ1	ENSMMUG00000056833	CASQ1	ortholog_one2one
ENSG00000167257	RNF214	ENSMMUG00000002067	RNF214	ortholog_one2one
ENSG00000100941	PNN	ENSMMUG00000049567	PNN	ortholog_one2one
ENSG00000277031	RN7SL796P	ENSMMUG00000053195	Metazoa_SRP	ortholog_many2many
ENSG00000277031	RN7SL796P	ENSMMUG00000062337	Metazoa_SRP	ortholog_many2many
ENSG00000277031	RN7SL796P	ENSMMUG00000061793	Metazoa_SRP	ortholog_many2many
ENSG00000277031	RN7SL796P	ENSMMUG00000064380	Metazoa_SRP	ortholog_many2many
ENSG00000277031	RN7SL796P	ENSMMUG00000060504	Metazoa_SRP	ortholog_many2many
ENSG00000277031	RN7SL796P	ENSMMUG00000058980	Metazoa_SRP	ortholog_many2many
ENSG00000277031	RN7SL796P	ENSMMUG00000051804	Metazoa_SRP	ortholog_many2many
ENSG00000201182	RNU6-670P	ENSMMUG00000024238	U6	ortholog_one2one
ENSG00000170667	RASA4B	ENSMMUG00000030384		ortholog_one2many
ENSG00000163705	FANCD2OS	ENSMMUG00000008969	FANCD2OS	ortholog_one2one
ENSG00000207430	U8	ENSMMUG00000025979	U8	ortholog_one2many
ENSG00000141371	C17orf64	ENSMMUG00000016565	C16H17orf64	ortholog_one2one
ENSG00000143297	FCRL5	ENSMMUG00000008974	FCRL5	ortholog_one2one
ENSG00000277467	RN7SL628P	ENSMMUG00000053195	Metazoa_SRP	ortholog_many2many
ENSG00000277467	RN7SL628P	ENSMMUG00000062337	Metazoa_SRP	ortholog_many2many
ENSG00000277467	RN7SL628P	ENSMMUG00000061793	Metazoa_SRP	ortholog_many2many
ENSG00000277467	RN7SL628P	ENSMMUG00000064380	Metazoa_SRP	ortholog_many2many
ENSG00000277467	RN7SL628P	ENSMMUG00000060504	Metazoa_SRP	ortholog_many2many
ENSG00000277467	RN7SL628P	ENSMMUG00000058980	Metazoa_SRP	ortholog_many2many
ENSG00000277467	RN7SL628P	ENSMMUG00000051804	Metazoa_SRP	ortholog_many2many
ENSG00000254999	BRK1	ENSMMUG00000045652	BRK1	ortholog_one2one
ENSG00000169499	PLEKHA2	ENSMMUG00000003591	PLEKHA2	ortholog_one2one
ENSG00000134070	IRAK2	ENSMMUG00000019932	IRAK2	ortholog_one2one
ENSG00000196961	AP2A1	ENSMMUG00000011612	AP2A1	ortholog_one2one
ENSG00000136488	CSH1	ENSMMUG00000057492	CSH3	ortholog_many2many
ENSG00000136488	CSH1	ENSMMUG00000023706	CSH4	ortholog_many2many
ENSG00000136488	CSH1	ENSMMUG00000023707	CSH2	ortholog_many2many
ENSG00000136488	CSH1	ENSMMUG00000000578		ortholog_many2many
ENSG00000136488	CSH1	ENSMMUG00000039847	GHV	ortholog_many2many
ENSG00000075884	ARHGAP15	ENSMMUG00000006528	ARHGAP15	ortholog_one2one
ENSG00000100749	VRK1	ENSMMUG00000003443	VRK1	ortholog_one2one
ENSG00000272410		ENSMMUG00000019933		ortholog_one2many
ENSG00000278696	RN7SL82P	ENSMMUG00000053195	Metazoa_SRP	ortholog_many2many
ENSG00000278696	RN7SL82P	ENSMMUG00000062337	Metazoa_SRP	ortholog_many2many
ENSG00000278696	RN7SL82P	ENSMMUG00000061793	Metazoa_SRP	ortholog_many2many
ENSG00000278696	RN7SL82P	ENSMMUG00000064380	Metazoa_SRP	ortholog_many2many
ENSG00000278696	RN7SL82P	ENSMMUG00000060504	Metazoa_SRP	ortholog_many2many
ENSG00000278696	RN7SL82P	ENSMMUG00000058980	Metazoa_SRP	ortholog_many2many
ENSG00000278696	RN7SL82P	ENSMMUG00000051804	Metazoa_SRP	ortholog_many2many
ENSG00000157017	GHRL	ENSMMUG00000065159	GHRL	ortholog_one2one
ENSG00000159459	UBR1	ENSMMUG00000006498	UBR1	ortholog_one2one
ENSG00000141568	FOXK2	ENSMMUG00000009129	FOXK2	ortholog_one2one
ENSG00000169495	HTRA4	ENSMMUG00000006037	HTRA4	ortholog_one2one
ENSG00000169490	TM2D2	ENSMMUG00000056131	TM2D2	ortholog_one2one
ENSG00000131188	PRR7	ENSMMUG00000064063	PRR7	ortholog_one2one
ENSG00000162736	NCSTN	ENSMMUG00000021856	NCSTN	ortholog_one2one
ENSG00000168255	POLR2J3	ENSMMUG00000057993		ortholog_one2many
ENSG00000118245	TNP1	ENSMMUG00000019257	TNP1	ortholog_one2one
ENSG00000100532	CGRRF1	ENSMMUG00000004594	CGRRF1	ortholog_one2one
ENSG00000113758	DBN1	ENSMMUG00000022891	DBN1	ortholog_one2one
ENSG00000002016	RAD52	ENSMMUG00000018654	RAD52	ortholog_one2one
ENSG00000207199	SNORD38D	ENSMMUG00000024387		ortholog_one2one
ENSG00000252569	RNU6-1153P	ENSMMUG00000037090	U6	ortholog_one2one
ENSG00000166971	AKTIP	ENSMMUG00000008657	AKTIP	ortholog_one2one
ENSG00000110274	CEP164	ENSMMUG00000007791	CEP164	ortholog_one2one
ENSG00000198258	UBL5	ENSMMUG00000007877	UBL5	ortholog_one2one
ENSG00000169683	LRRC45	ENSMMUG00000010892	LRRC45	ortholog_one2one
ENSG00000129951	PLPPR3	ENSMMUG00000016456	PLPPR3	ortholog_one2one
ENSG00000157020	SEC13	ENSMMUG00000019936	SEC13	ortholog_one2one
ENSG00000137842	TMEM62	ENSMMUG00000006507	TMEM62	ortholog_one2one
ENSG00000117560	FASLG	ENSMMUG00000065134	FASLG	ortholog_one2one
ENSG00000072958	AP1M1	ENSMMUG00000014026	AP1M1	ortholog_one2one
ENSG00000105808	RASA4	ENSMMUG00000030384		ortholog_one2many
ENSG00000135823	STX6	ENSMMUG00000020021	STX6	ortholog_one2one
ENSG00000163012	ZSWIM2	ENSMMUG00000004022	ZSWIM2	ortholog_one2one
ENSG00000204991	SPIRE2	ENSMMUG00000029062	SPIRE2	ortholog_one2one
ENSG00000154265	ABCA5	ENSMMUG00000018608	ABCA5	ortholog_one2one
ENSG00000171722	SPATA46	ENSMMUG00000004790	SPATA46	ortholog_one2one
ENSG00000196923	PDLIM7	ENSMMUG00000003146	PDLIM7	ortholog_one2one
ENSG00000166946	CCNDBP1	ENSMMUG00000022253	CCNDBP1	ortholog_one2one
ENSG00000183908	LRRC55	ENSMMUG00000061781	LRRC55	ortholog_one2one
ENSG00000143621	ILF2	ENSMMUG00000008149	ILF2	ortholog_one2one
ENSG00000134817	APLNR	ENSMMUG00000010627	APLNR	ortholog_one2one
ENSG00000149115	TNKS1BP1	ENSMMUG00000017809	TNKS1BP1	ortholog_one2one
ENSG00000149136	SSRP1	ENSMMUG00000017810	SSRP1	ortholog_one2one
ENSG00000124019	FAM124B	ENSMMUG00000022899	FAM124B	ortholog_one2one
ENSG00000141002	TCF25	ENSMMUG00000004926	TCF25	ortholog_one2one
ENSG00000136694	IL36A	ENSMMUG00000000988	IL36A	ortholog_one2one
ENSG00000147601	TERF1	ENSMMUG00000023208	TERF1	ortholog_one2one
ENSG00000143155	TIPRL	ENSMMUG00000021166	TIPRL	ortholog_one2many
ENSG00000143155	TIPRL	ENSMMUG00000051857		ortholog_one2many
ENSG00000119616	FCF1	ENSMMUG00000008887	FCF1	ortholog_one2one
ENSG00000115268	RPS15	ENSMMUG00000061470	RPS15	ortholog_one2one
ENSG00000109991	P2RX3	ENSMMUG00000017813	P2RX3	ortholog_one2one
ENSG00000111684	LPCAT3	ENSMMUG00000010210	LPCAT3	ortholog_one2one
ENSG00000205236		ENSMMUG00000057993		ortholog_one2many
ENSG00000222488	RNU6-285P	ENSMMUG00000032825	U6	ortholog_one2one
ENSG00000267368	UPK3BL1	ENSMMUG00000057993		ortholog_one2many
ENSG00000138434	ITPRID2	ENSMMUG00000014277	ITPRID2	ortholog_one2one
ENSG00000137563	GGH	ENSMMUG00000055148	GGH	ortholog_one2one
ENSG00000143156	NME7	ENSMMUG00000021079	NME7	ortholog_one2one
ENSG00000267645		ENSMMUG00000012019		ortholog_one2one
ENSG00000173678	SPDYE2B	ENSMMUG00000022624		ortholog_one2many
ENSG00000104218	CSPP1	ENSMMUG00000014423	CSPP1	ortholog_one2one
ENSG00000178537	SLC25A20	ENSMMUG00000015418	SLC25A20	ortholog_one2one
ENSG00000156575	PRG3	ENSMMUG00000017814	PRG3	ortholog_one2one
ENSG00000119596	YLPM1	ENSMMUG00000004255	YLPM1	ortholog_one2one
ENSG00000205138	SDHAF1	ENSMMUG00000048091	SDHAF1	ortholog_one2one
ENSG00000121413	ZSCAN18	ENSMMUG00000020503	ZSCAN18	ortholog_one2one
ENSG00000207023	RNU6-975P	ENSMMUG00000033269	U6	ortholog_one2one
ENSG00000271986	RN7SL827P	ENSMMUG00000037786	Metazoa_SRP	ortholog_one2one
ENSG00000213722	DDAH2	ENSMMUG00000044472	DDAH2	ortholog_one2one
ENSG00000178467	P4HTM	ENSMMUG00000006130	P4HTM	ortholog_one2one
ENSG00000198771	RCSD1	ENSMMUG00000023372	RCSD1	ortholog_one2one
ENSG00000055483	USP36	ENSMMUG00000005352	USP36	ortholog_one2one
ENSG00000149761	NUDT22	ENSMMUG00000012941	NUDT22	ortholog_one2one
ENSG00000182326	C1S	ENSMMUG00000012786	C1S	ortholog_one2one
ENSG00000183258	DDX41	ENSMMUG00000016911	DDX41	ortholog_one2one
ENSG00000284981	UPK3BL2	ENSMMUG00000057993		ortholog_one2many
ENSG00000105792	CFAP69	ENSMMUG00000023654	CFAP69	ortholog_one2one
ENSG00000116147	TNR	ENSMMUG00000015723	TNR	ortholog_one2one
ENSG00000104055	TGM5	ENSMMUG00000022256	TGM5	ortholog_one2one
ENSG00000173486	FKBP2	ENSMMUG00000048072	FKBP2	ortholog_one2one
ENSG00000169762	TAPT1	ENSMMUG00000001747	TAPT1	ortholog_one2one
ENSG00000258839	MC1R	ENSMMUG00000053514	MC1R	ortholog_one2one
ENSG00000178252	WDR6	ENSMMUG00000005649	WDR6	ortholog_one2one
ENSG00000168175	MAPK1IP1L	ENSMMUG00000048372	MAPK1IP1L	ortholog_one2one
ENSG00000248099	INSL3	ENSMMUG00000042375	INSL3	ortholog_one2many
ENSG00000248099	INSL3	ENSMMUG00000059261		ortholog_one2many
ENSG00000131981	LGALS3	ENSMMUG00000003565	LGALS3	ortholog_one2one
ENSG00000201658	RNU6-283P	ENSMMUG00000057936	U6	ortholog_one2many
ENSG00000201658	RNU6-283P	ENSMMUG00000052316	U6	ortholog_one2many
ENSG00000201658	RNU6-283P	ENSMMUG00000065059	U6	ortholog_one2many
ENSG00000201658	RNU6-283P	ENSMMUG00000049549	U6	ortholog_one2many
ENSG00000201658	RNU6-283P	ENSMMUG00000063285	U6	ortholog_one2many
ENSG00000201658	RNU6-283P	ENSMMUG00000064065	U6	ortholog_one2many
ENSG00000105136	ZNF419	ENSMMUG00000014286		ortholog_one2many
ENSG00000024048	UBR2	ENSMMUG00000005675	UBR2	ortholog_one2one
ENSG00000213064	SFT2D2	ENSMMUG00000005283	SFT2D2	ortholog_one2one
ENSG00000159495	TGM7	ENSMMUG00000022251	TGM7	ortholog_one2one
ENSG00000143179	UCK2	ENSMMUG00000053859	UCK2	ortholog_one2one
ENSG00000206848	RNU6-890P	ENSMMUG00000056273	U6	ortholog_one2one
ENSG00000112619	PRPH2	ENSMMUG00000057019	PRPH2	ortholog_one2one
ENSG00000124659	TBCC	ENSMMUG00000001305	TBCC	ortholog_one2one
ENSG00000083168	KAT6A	ENSMMUG00000010891	KAT6A	ortholog_one2one
ENSG00000197442	MAP3K5	ENSMMUG00000016376	MAP3K5	ortholog_one2one
ENSG00000168806	LCMT2	ENSMMUG00000055498	LCMT2	ortholog_one2one
ENSG00000126787	DLGAP5	ENSMMUG00000003567	DLGAP5	ortholog_one2one
